,Unnamed: 0,Simulated River Discharge,Observed River Discharge,Date
933,933,373.2881935291809,358.00000750208267,2003-07-21
934,934,368.8123691611205,311.0000214832368,2003-07-22
935,935,358.5394590793785,303.9999836318196,2003-07-23
936,936,351.5546763720883,341.0000153451691,2003-07-24
937,937,358.2142778955567,280.9999839728234,2003-07-25
938,938,341.0702893996595,300.99997988077826,2003-07-26
939,939,360.8181716810701,332.0000040920451,2003-07-27
940,940,332.95191199102203,316.9999853368384,2003-07-28
941,941,370.0077046389128,338.9999982949812,2003-07-29
942,942,363.1949624196809,335.00000784308645,2003-07-30
943,943,391.49829617472216,571.0000119351315,2003-07-31
944,944,374.31172858556073,378.999990110891,2003-08-01
945,945,369.6558105846885,391.0000051150564,2003-08-02
946,946,385.7514716869695,378.999990110891,2003-08-03
947,947,357.42005013437256,411.0000010230113,2003-08-04
948,948,331.4778809617261,377.00001670918414,2003-08-05
949,949,303.13552546462614,358.99999420293614,2003-08-06
950,950,302.84812204115303,315.999998635985,2003-08-07
951,951,312.3306454280433,321.00001943721423,2003-08-08
952,952,319.6822281458364,296.9999894288835,2003-08-09
953,953,296.905097631081,345.00000579706386,2003-08-10
954,954,319.31793792299385,325.000009889109,2003-08-11
955,955,311.3591175368344,358.00000750208267,2003-08-12
956,956,352.7484186803223,404.99999352092857,2003-08-13
957,957,304.3621350790907,424.9999894288835,2003-08-14
958,958,338.8116114507698,384.9999976129737,2003-08-15
959,959,292.6314748514843,449.00001943721423,2003-08-16
960,960,311.12721315701623,498.00002250624806,2003-08-17
961,961,286.36298554246366,437.9999911339023,2003-08-18
962,962,353.9050379554233,432.0000272803006,2003-08-19
963,963,319.09912808749067,417.9999952259474,2003-08-20
964,964,340.752397512173,400.0000163681804,2003-08-21
965,965,297.44428731749053,453.000009889109,2003-08-22
966,966,368.2381952171495,371.9999959079549,2003-08-23
967,967,361.44334887514793,378.999990110891,2003-08-24
968,968,383.0792898528535,391.9999918159098,2003-08-25
969,969,379.6333077466847,374.9999996589962,2003-08-26
970,970,414.2340042809612,348.99999624895867,2003-08-27
971,971,405.5728361862276,374.0000129581428,2003-08-28
972,972,383.0642747753723,440.0000081840902,2003-08-29
973,973,325.29049053049613,450.99999283892106,2003-08-30
974,974,363.8123483598913,417.9999952259474,2003-08-31
975,975,336.9755817438864,496.9999921569136,2003-09-01
976,976,388.540827868464,460.9999907928985,2003-09-02
977,977,360.949204421182,555.9999931799248,2003-09-03
978,978,379.59024852012897,449.00001943721423,2003-09-04
979,979,367.1702041828202,453.9999965899624,2003-09-05
980,980,421.0047130129421,427.0000064790714,2003-09-06
981,981,398.7646770575059,404.99999352092857,2003-09-07
982,982,413.463346699544,362.9999846548309,2003-09-08
983,983,366.3720480583417,344.00001909621045,2003-09-09
984,984,361.8838929943847,361.9999979539775,2003-09-10
985,985,300.8232471810072,325.000009889109,2003-09-11
986,986,310.9024234796092,334.000021142233,2003-09-12
987,987,292.8811878115709,388.000001364015,2003-09-13
988,988,337.0685966570037,407.99999727197,2003-09-14
989,989,299.02802880390544,357.00002080122925,2003-09-15
990,990,328.37896975262566,346.99997919877075,2003-09-16
991,991,341.2560573350079,329.0000003410038,2003-09-17
992,992,339.7552043141067,306.0000006820075,2003-09-18
993,993,297.4042180118867,269.9999993179925,2003-09-19
994,994,321.2338443501986,283.0000010230113,2003-09-20
995,995,315.37257354513304,266.9999955669512,2003-09-21
996,996,340.4561116228062,285.0000180731992,2003-09-22
997,997,297.035431995496,286.99999147490604,2003-09-23
998,998,302.23868012449367,263.00000511505635,2003-09-24
999,999,309.6852855855324,247.9999863598497,2003-09-25
1000,1000,324.12926634064434,237.0000017050188,2003-09-26
1001,1001,250.2051949194532,224.99998670085344,2003-09-27
1002,1002,258.4716934485335,207.99999454393983,2003-09-28
1003,1003,268.25986532397576,211.99998499583464,2003-09-29
1004,1004,283.4813782962702,198.00000750208267,2003-09-30
1005,1005,254.03469440436703,188.00000954810525,2003-10-01
1006,1006,238.09970336083077,181.00000443304884,2003-10-02
1007,1007,239.78241777802637,175.99999454393986,2003-10-03
1008,1008,236.40258494488867,163.00000375104133,2003-10-04
1009,1009,200.922808002267,160.0,2003-10-05
1010,1010,191.40087003698864,156.99999624895867,2003-10-06
1011,1011,195.74546524677248,152.99999488494362,2003-10-07
1012,1012,194.9650085813596,150.99999965899624,2003-10-08
1013,1013,177.68546972756187,147.9999959079549,2003-10-09
1014,1014,173.2927084189395,137.99999795397744,2003-10-10
1015,1015,180.31766955303613,137.00000034100376,2003-10-11
1016,1016,169.9349617172131,133.99999658996242,2003-10-12
1017,1017,150.18179796959544,132.00000136401502,2003-10-13
1018,1018,151.39393811259194,126.0000047740526,2003-10-14
1019,1019,147.9131899912669,127.00000238702631,2003-10-15
1020,1020,142.20732960297954,115.9999959079549,2003-10-16
1021,1021,138.4993693135492,109.0000017050188,2003-10-17
1022,1022,140.01840192680763,122.00000341003758,2003-10-18
1023,1023,129.91655024230022,119.99999727196992,2003-10-19
1024,1024,114.50174542773637,118.99999965899624,2003-10-20
1025,1025,112.71373996212812,110.99999693096618,2003-10-21
1026,1026,106.9243800295923,109.0000017050188,2003-10-22
1027,1027,103.93239668694387,104.00000272803008,2003-10-23
1028,1028,97.73215177804477,105.00000034100376,2003-10-24
1029,1029,97.54991936966135,101.99999658996242,2003-10-25
1030,1030,90.78493950081824,100.99999897698872,2003-10-26
1031,1031,90.38282786914594,99.9000026939297,2003-10-27
1032,1032,89.97184468370025,95.6999930776237,2003-10-28
1033,1033,82.7449438520262,93.40000184142028,2003-10-29
1034,1034,68.65242066632817,92.4000042284466,2003-10-30
1035,1035,73.24562671205199,91.40000115941278,2003-10-31
1036,1036,68.93581934166497,89.19999768117444,2003-11-01
1037,1037,67.2675525716969,88.60000020460225,2003-11-02
1038,1038,67.60498806657348,87.90000405794473,2003-11-03
1039,1039,61.54038081253694,85.80000470585186,2003-11-04
1040,1040,58.648374315733335,83.9000026939297,2003-11-05
1041,1041,59.96759509486554,81.80000334183683,2003-11-06
1042,1042,57.36639660305696,79.5999998635985,2003-11-07
1043,1043,66.03290072459889,75.80000129581428,2003-11-08
1044,1044,66.38786108461701,75.19999836318196,2003-11-09
1045,1045,54.2636552397444,75.80000129581428,2003-11-10
1046,1046,50.70193918607177,74.60000088660978,2003-11-11
1047,1047,58.613892015703904,72.00000272803007,2003-11-12
1048,1048,49.96111534145218,67.5999957715534,2003-11-13
1049,1049,47.75392077596087,68.40000150041654,2003-11-14
1050,1050,49.91186894270762,68.69999751067256,2003-11-15
1051,1051,51.74460318927175,66.69999682866505,2003-11-16
